Mass,Position,Velocity,Acceleration
25735.0,"[-8908.821117781552, 2025.592576358904, 0.0]","[-2.500873503596719, -3.395522782028603, 0.0]","[0.004657842485265091, -0.0010611166378175687, 0.0]"
25735.0,"[-8911.32199128515, 2022.1970535768753, 0.0]","[-2.4962169354524604, -3.39658153575907, 0.0]","[0.004656568144258596, -0.0010587537304667131, 0.0]"
25735.0,"[-8913.818208220602, 2018.8004720411163, 0.0]","[-2.4915616388226884, -3.397637929520984, 0.0]","[0.004655296629772033, -0.0010563937619143175, 0.0]"
25735.0,"[-8916.309769859425, 2015.4028341115954, 0.0]","[-2.4869076108842414, -3.398691966244518, 0.0]","[0.004654027938447146, -0.0010540367235337183, 0.0]"
25735.0,"[-8918.796677470309, 2012.004142145351, 0.0]","[-2.482254848817307, -3.399743648851239, 0.0]","[0.004652762066934508, -0.0010516826067210048, 0.0]"
25735.0,"[-8921.278932319126, 2008.6043984964997, 0.0]","[-2.4776033498054133, -3.400792980254134, 0.0]","[0.004651499011893495, -0.0010493314028949309, 0.0]"
25735.0,"[-8923.756535668932, 2005.2036055162455, 0.0]","[-2.472953111035421, -3.401839963357631, 0.0]","[0.004650238769992285, -0.0010469831034968311, 0.0]"
25735.0,"[-8926.229488779967, 2001.801765552888, 0.0]","[-2.468304129697513, -3.4028846010576212, 0.0]","[0.004648981337907828, -0.0010446376999905295, 0.0]"
25735.0,"[-8928.697792909665, 1998.3988809518303, 0.0]","[-2.4636564029851873, -3.4039268962414835, 0.0]","[0.004647726712325844, -0.0010422951838622574, 0.0]"
25735.0,"[-8931.16144931265, 1994.9949540555888, 0.0]","[-2.4590099280952464, -3.404966851788104, 0.0]","[0.004646474889940774, -0.001039955546620561, 0.0]"
25735.0,"[-8933.620459240747, 1991.5899872038008, 0.0]","[-2.4543647022277906, -3.4060044705679, 0.0]","[0.004645225867455812, -0.0010376187797962238, 0.0]"
25735.0,"[-8936.074823942974, 1988.1839827332328, 0.0]","[-2.449720722586208, -3.407039755442842, 0.0]","[0.004643979641582849, -0.0010352848749421734, 0.0]"
25735.0,"[-8938.52454466556, 1984.77694297779, 0.0]","[-2.4450779863771652, -3.4080727092664755, 0.0]","[0.004642736209042475, -0.0010329538236334016, 0.0]"
25735.0,"[-8940.969622651937, 1981.3688702685236, 0.0]","[-2.440436490810601, -3.4091033348839423, 0.0]","[0.004641495566563952, -0.0010306256174668752, 0.0]"
25735.0,"[-8943.410059142749, 1977.9597669336397, 0.0]","[-2.435796233099716, -3.4101316351320037, 0.0]","[0.004640257710885204, -0.0010283002480614548, 0.0]"
25735.0,"[-8945.845855375848, 1974.5496352985076, 0.0]","[-2.431157210460963, -3.4111576128390615, 0.0]","[0.004639022638752807, -0.0010259777070578103, 0.0]"
25735.0,"[-8948.27701258631, 1971.1384776856685, 0.0]","[-2.426519420114041, -3.41218127082518, 0.0]","[0.004637790346921957, -0.0010236579861183336, 0.0]"
25735.0,"[-8950.703532006424, 1967.7262964148433, 0.0]","[-2.421882859281885, -3.413202611902107, 0.0]","[0.004636560832156466, -0.00102134107692706, 0.0]"
25735.0,"[-8953.125414865706, 1964.3130938029412, 0.0]","[-2.417247525190656, -3.4142216388732964, 0.0]","[0.004635334091228738, -0.0010190269711895814, 0.0]"
25735.0,"[-8955.542662390897, 1960.898872164068, 0.0]","[-2.4126134150697363, -3.4152383545339293, 0.0]","[0.004634110120919767, -0.0010167156606329657, 0.0]"
25735.0,"[-8957.955275805967, 1957.483633809534, 0.0]","[-2.407980526151717, -3.416252761670935, 0.0]","[0.004632888918019092, -0.0010144071370056709, 0.0]"
25735.0,"[-8960.363256332119, 1954.0673810478631, 0.0]","[-2.4033488556723923, -3.4172648630630125, 0.0]","[0.004631670479324818, -0.0010121013920774678, 0.0]"
25735.0,"[-8962.766605187791, 1950.6501161848, 0.0]","[-2.3987184008707487, -3.418274661480652, 0.0]","[0.004630454801643569, -0.0010097984176393538, 0.0]"
25735.0,"[-8965.165323588662, 1947.2318415233194, 0.0]","[-2.394089158988958, -3.4192821596861553, 0.0]","[0.004629241881790488, -0.001007498205503473, 0.0]"
25735.0,"[-8967.55941274765, 1943.8125593636332, 0.0]","[-2.389461127272369, -3.4202873604336586, 0.0]","[0.004628031716589211, -0.0010052007475030344, 0.0]"
25735.0,"[-8969.948873874922, 1940.3922720031997, 0.0]","[-2.384834302969497, -3.4212902664691507, 0.0]","[0.004626824302871874, -0.0010029060354922344, 0.0]"
25735.0,"[-8972.333708177892, 1936.9709817367304, 0.0]","[-2.380208683332018, -3.422290880530497, 0.0]","[0.004625619637479057, -0.0010006140613461687, 0.0]"
25735.0,"[-8974.713916861223, 1933.5486908562, 0.0]","[-2.3755842656147586, -3.4232892053474577, 0.0]","[0.004624417717259801, -0.000998324816960759, 0.0]"
25735.0,"[-8977.089501126839, 1930.1254016508526, 0.0]","[-2.370961047075687, -3.4242852436417106, 0.0]","[0.00462321853907159, -0.0009960382942526711, 0.0]"
25735.0,"[-8979.460462173914, 1926.701116407211, 0.0]","[-2.3663390249759066, -3.4252789981268696, 0.0]","[0.004622022099780313, -0.0009937544851592321, 0.0]"
25735.0,"[-8981.826801198891, 1923.275837409084, 0.0]","[-2.3617181965796465, -3.426270471508508, 0.0]","[0.004620828396260273, -0.0009914733816383564, 0.0]"
25735.0,"[-8984.188519395471, 1919.8495669375754, 0.0]","[-2.3570985591542524, -3.4272596664841766, 0.0]","[0.004619637425394152, -0.0009891949756684613, 0.0]"
25735.0,"[-8986.545617954625, 1916.4223072710913, 0.0]","[-2.3524801099701795, -3.428246585743425, 0.0]","[0.004618449184073011, -0.0009869192592483918, 0.0]"
25735.0,"[-8988.898098064596, 1912.994060685348, 0.0]","[-2.347862846300983, -3.4292312319678224, 0.0]","[0.004617263669196267, -0.000984646224397342, 0.0]"
25735.0,"[-8991.245960910897, 1909.56482945338, 0.0]","[-2.3432467654233116, -3.4302136078309773, 0.0]","[0.00461608087767167, -0.0009823758631547737, 0.0]"
25735.0,"[-8993.589207676321, 1906.1346158455492, 0.0]","[-2.338631864616896, -3.4311937159985577, 0.0]","[0.004614900806415302, -0.0009801081675803421, 0.0]"
25735.0,"[-8995.927839540938, 1902.7034221295507, 0.0]","[-2.334018141164545, -3.4321715591283115, 0.0]","[0.0046137234523515504, -0.0009778431297538179, 0.0]"
25735.0,"[-8998.261857682102, 1899.2712505704224, 0.0]","[-2.3294055923521317, -3.4331471398700866, 0.0]","[0.004612548812413097, -0.0009755807417750075, 0.0]"
25735.0,"[-9000.591263274455, 1895.8381034305523, 0.0]","[-2.3247942154685908, -3.4341204608658504, 0.0]","[0.004611376883540908, -0.0009733209957636793, 0.0]"
25735.0,"[-9002.916057489923, 1892.4039829696865, 0.0]","[-2.3201840078059064, -3.43509152474971, 0.0]","[0.004610207662684201, -0.0009710638838594836, 0.0]"
25735.0,"[-9005.236241497729, 1888.9688914449368, 0.0]","[-2.315574966659106, -3.436060334147932, 0.0]","[0.004609041146800451, -0.0009688093982218804, 0.0]"
25735.0,"[-9007.551816464387, 1885.532831110789, 0.0]","[-2.3109670893262506, -3.437026891678962, 0.0]","[0.004607877332855358, -0.0009665575310300593, 0.0]"
25735.0,"[-9009.862783553714, 1882.09580421911, 0.0]","[-2.306360373108428, -3.437991199953445, 0.0]","[0.004606716217822841, -0.000964308274482866, 0.0]"
25735.0,"[-9012.169143926822, 1878.6578130191565, 0.0]","[-2.3017548153097427, -3.4389532615742437, 0.0]","[0.0046055577986850215, -0.0009620616207987269, 0.0]"
25735.0,"[-9014.47089874213, 1875.2188597575823, 0.0]","[-2.2971504132373104, -3.4399130791364594, 0.0]","[0.0046044020724322066, -0.0009598175622155733, 0.0]"
25735.0,"[-9016.768049155367, 1871.778946678446, 0.0]","[-2.2925471642012476, -3.44087065522745, 0.0]","[0.004603249036062876, -0.0009575760909907663, 0.0]"
25735.0,"[-9019.060596319569, 1868.3380760232185, 0.0]","[-2.287945065514664, -3.441825992426851, 0.0]","[0.00460209868658366, -0.0009553371994010233, 0.0]"
25735.0,"[-9021.348541385083, 1864.8962500307916, 0.0]","[-2.2833441144936546, -3.4427790933065934, 0.0]","[0.004600951021009334, -0.0009531008797423417, 0.0]"
25735.0,"[-9023.631885499577, 1861.453470937485, 0.0]","[-2.278744308457292, -3.4437299604309235, 0.0]","[0.004599806036362796, -0.0009508671243299268, 0.0]"
25735.0,"[-9025.910629808035, 1858.009740977054, 0.0]","[-2.274145644727617, -3.4446785963564217, 0.0]","[0.004598663729675057, -0.0009486359254981179, 0.0]"
25735.0,"[-9028.184775452763, 1854.5650623806976, 0.0]","[-2.2695481206296315, -3.445625003632022, 0.0]","[0.004597524097985219, -0.0009464072756003132, 0.0]"
25735.0,"[-9030.454323573393, 1851.1194373770654, 0.0]","[-2.264951733491291, -3.446569184799031, 0.0]","[0.004596387138340472, -0.0009441811670088993, 0.0]"
25735.0,"[-9032.719275306885, 1847.6728681922664, 0.0]","[-2.260356480643495, -3.447511142391146, 0.0]","[0.004595252847796062, -0.0009419575921151752, 0.0]"
25735.0,"[-9034.979631787528, 1844.2253570498751, 0.0]","[-2.2557623594200797, -3.448450878934475, 0.0]","[0.004594121223415292, -0.0009397365433292823, 0.0]"
25735.0,"[-9037.235394146948, 1840.7769061709407, 0.0]","[-2.2511693671578104, -3.449388396947555, 0.0]","[0.0045929922622695, -0.0009375180130801312, 0.0]"
25735.0,"[-9039.486563514107, 1837.3275177739931, 0.0]","[-2.2465775011963722, -3.4503236989413706, 0.0]","[0.00459186596143804, -0.0009353019938153285, 0.0]"
25735.0,"[-9041.733141015304, 1833.8771940750516, 0.0]","[-2.241986758878364, -3.451256787419372, 0.0]","[0.004590742318008277, -0.0009330884780011057, 0.0]"
25735.0,"[-9043.975127774182, 1830.4259372876322, 0.0]","[-2.2373971375492885, -3.452187664877494, 0.0]","[0.004589621329075569, -0.0009308774581222503, 0.0]"
25735.0,"[-9046.21252491173, 1826.9737496227547, 0.0]","[-2.232808634557545, -3.453116333804176, 0.0]","[0.004588502991743245, -0.0009286689266820298, 0.0]"
25735.0,"[-9048.445333546288, 1823.5206332889504, 0.0]","[-2.2282212472544223, -3.454042796680378, 0.0]","[0.004587387303122596, -0.0009264628762021243, 0.0]"
25735.0,"[-9050.673554793542, 1820.06659049227, 0.0]","[-2.2236349729940894, -3.4549670559796004, 0.0]","[0.0045862742603328625, -0.0009242592992225538, 0.0]"
25735.0,"[-9052.897189766536, 1816.6116234362905, 0.0]","[-2.219049809133588, -3.4558891141679022, 0.0]","[0.0045851638605012195, -0.0009220581883016098, 0.0]"
25735.0,"[-9055.11623957567, 1813.1557343221227, 0.0]","[-2.2144657530328256, -3.456808973703918, 0.0]","[0.0045840561007627545, -0.000919859536015783, 0.0]"
25735.0,"[-9057.330705328703, 1809.6989253484187, 0.0]","[-2.209882802054565, -3.4577266370388777, 0.0]","[0.004582950978260466, -0.0009176633349596952, 0.0]"
25735.0,"[-9059.540588130758, 1806.2411987113799, 0.0]","[-2.2053009535644197, -3.4586421066166237, 0.0]","[0.004581848490145233, -0.0009154695777460275, 0.0]"
25735.0,"[-9061.745889084323, 1802.7825566047632, 0.0]","[-2.200720204930844, -3.4595553848736293, 0.0]","[0.004580748633575814, -0.0009132782570054534, 0.0]"
25735.0,"[-9063.946609289254, 1799.3230012198894, 0.0]","[-2.196140553525125, -3.460466474239016, 0.0]","[0.004579651405718832, -0.0009110893653865689, 0.0]"
25735.0,"[-9066.14274984278, 1795.8625347456505, 0.0]","[-2.191561996721376, -3.461375377134572, 0.0]","[0.004578556803748747, -0.0009089028955558222, 0.0]"
25735.0,"[-9068.334311839502, 1792.401159368516, 0.0]","[-2.1869845318965284, -3.4622820959747695, 0.0]","[0.004577464824847854, -0.0009067188401974463, 0.0]"
25735.0,"[-9070.521296371398, 1788.938877272541, 0.0]","[-2.182408156430322, -3.463186633166783, 0.0]","[0.004576375466206268, -0.0009045371920133915, 0.0]"
25735.0,"[-9072.703704527828, 1785.4756906393743, 0.0]","[-2.1778328677053, -3.464088991110506, 0.0]","[0.004575288725021904, -0.0009023579437232558, 0.0]"
25735.0,"[-9074.881537395533, 1782.0116016482639, 0.0]","[-2.1732586631067994, -3.46498917219857, 0.0]","[0.004574204598500466, -0.0009001810880642174, 0.0]"
25735.0,"[-9077.05479605864, 1778.5466124760653, 0.0]","[-2.168685540022944, -3.465887178816361, 0.0]","[0.004573123083855434, -0.0008980066177909679, 0.0]"
25735.0,"[-9079.223481598661, 1775.080725297249, 0.0]","[-2.164113495844636, -3.4667830133420368, 0.0]","[0.004572044178308046, -0.0008958345256756439, 0.0]"
25735.0,"[-9081.387595094506, 1771.613942283907, 0.0]","[-2.1595425279655487, -3.4676766781465447, 0.0]","[0.004570967879087285, -0.0008936648045077607, 0.0]"
25735.0,"[-9083.54713762247, 1768.1462656057604, 0.0]","[-2.1549726337821187, -3.4685681755936386, 0.0]","[0.004569894183429874, -0.0008914974470941458, 0.0]"
25735.0,"[-9085.702110256252, 1764.6776974301667, 0.0]","[-2.1504038106935384, -3.4694575080398975, 0.0]","[0.00456882308858025, -0.0008893324462588718, 0.0]"
25735.0,"[-9087.852514066946, 1761.208239922127, 0.0]","[-2.1458360561017478, -3.4703446778347407, 0.0]","[0.004567754591790548, -0.0008871697948431891, 0.0]"
25735.0,"[-9089.998350123047, 1757.7378952442923, 0.0]","[-2.1412693674114274, -3.471229687320446, 0.0]","[0.0045666886903206055, -0.0008850094857054627, 0.0]"
25735.0,"[-9092.13961949046, 1754.266665556972, 0.0]","[-2.1367037420299893, -3.472112538832167, 0.0]","[0.004565625381437922, -0.0008828515117211022, 0.0]"
25735.0,"[-9094.276323232489, 1750.7945530181398, 0.0]","[-2.1321391773675717, -3.4729932346979493, 0.0]","[0.004564564662417675, -0.0008806958657825007, 0.0]"
25735.0,"[-9096.408462409856, 1747.321559783442, 0.0]","[-2.1275756708370293, -3.4738717772387484, 0.0]","[0.0045635065305426785, -0.0008785425407989662, 0.0]"
25735.0,"[-9098.536038080692, 1743.847688006203, 0.0]","[-2.123013219853926, -3.474748168768445, 0.0]","[0.004562450983103389, -0.0008763915296966585, 0.0]"
25735.0,"[-9100.659051300547, 1740.3729398374346, 0.0]","[-2.118451821836528, -3.4756224115938634, 0.0]","[0.004561398017397878, -0.0008742428254185218, 0.0]"
25735.0,"[-9102.777503122383, 1736.8973174258408, 0.0]","[-2.113891474205796, -3.4764945080147878, 0.0]","[0.004560347630731832, -0.0008720964209242242, 0.0]"
25735.0,"[-9104.891394596589, 1733.420822917826, 0.0]","[-2.1093321743853775, -3.4773644603239777, 0.0]","[0.004559299820418523, -0.0008699523091900889, 0.0]"
25735.0,"[-9107.000726770973, 1729.943458457502, 0.0]","[-2.1047739198015987, -3.4782322708071867, 0.0]","[0.004558254583778814, -0.0008678104832090333, 0.0]"
25735.0,"[-9109.105500690775, 1726.4652261866947, 0.0]","[-2.1002167078834577, -3.479097941743177, 0.0]","[0.004557211918141118, -0.0008656709359905026, 0.0]"
25735.0,"[-9111.20571739866, 1722.9861282449515, 0.0]","[-2.095660536062616, -3.4799614754037376, 0.0]","[0.0045561718208414195, -0.0008635336605604093, 0.0]"
25735.0,"[-9113.301377934722, 1719.5061667695477, 0.0]","[-2.091105401773393, -3.4808228740536986, 0.0]","[0.00455513428922323, -0.0008613986499610661, 0.0]"
25735.0,"[-9115.392483336496, 1716.025343895494, 0.0]","[-2.0865513024527553, -3.4816821399509497, 0.0]","[0.004554099320637592, -0.0008592658972511256, 0.0]"
25735.0,"[-9117.479034638949, 1712.543661755543, 0.0]","[-2.081998235540312, -3.482539275346455, 0.0]","[0.0045530669124430575, -0.0008571353955055159, 0.0]"
25735.0,"[-9119.56103287449, 1709.0611224801967, 0.0]","[-2.0774461984783064, -3.4833942824842703, 0.0]","[0.004552037062005679, -0.0008550071378153781, 0.0]"
25735.0,"[-9121.638479072968, 1705.5777281977123, 0.0]","[-2.072895188711607, -3.4842471636015584, 0.0]","[0.0045510097666989985, -0.0008528811172880041, 0.0]"
25735.0,"[-9123.71137426168, 1702.0934810341107, 0.0]","[-2.068345203687703, -3.485097920928605, 0.0]","[0.0045499850239040275, -0.0008507573270467747, 0.0]"
25735.0,"[-9125.779719465369, 1698.608383113182, 0.0]","[-2.0637962408566937, -3.485946556688836, 0.0]","[0.004548962831009235, -0.0008486357602310959, 0.0]"
25735.0,"[-9127.843515706225, 1695.1224365564933, 0.0]","[-2.059248297671283, -3.4867930730988324, 0.0]","[0.0045479431854105355, -0.0008465164099963389, 0.0]"
25735.0,"[-9129.902764003897, 1691.6356434833945, 0.0]","[-2.0547013715867717, -3.487637472368346, 0.0]","[0.0045469260845112805, -0.0008443992695137777, 0.0]"
25735.0,"[-9131.957465375483, 1688.1480060110262, 0.0]","[-2.0501554600610494, -3.4884797567003165, 0.0]","[0.00454591152572224, -0.000842284331970528, 0.0]"
25735.0,"[-9134.007620835544, 1684.6595262543258, 0.0]","[-2.045610560554588, -3.489319928290886, 0.0]","[0.00454489950646158, -0.0008401715905694847, 0.0]"
25735.0,"[-9136.0532313961, 1681.170206326035, 0.0]","[-2.0410666705304332, -3.4901579893294152, 0.0]","[0.004543890024154878, -0.0008380610385292643, 0.0]"
25735.0,"[-9138.09429806663, 1677.6800483367056, 0.0]","[-2.036523787454198, -3.490993941998499, 0.0]","[0.0045428830762350774, -0.0008359526690841404, 0.0]"
25735.0,"[-9140.130821854083, 1674.189054394707, 0.0]","[-2.0319819087940556, -3.4918277884739832, 0.0]","[0.004541878660142491, -0.0008338464754839849, 0.0]"
25735.0,"[-9142.162803762878, 1670.697226606233, 0.0]","[-2.027441032020731, -3.4926595309249775, 0.0]","[0.004540876773324794, -0.0008317424509942095, 0.0]"
25735.0,"[-9144.190244794898, 1667.204567075308, 0.0]","[-2.022901154607494, -3.493489171513873, 0.0]","[0.004539877413236991, -0.0008296405888957014, 0.0]"
25735.0,"[-9146.213145949505, 1663.7110779037941, 0.0]","[-2.0183622740301526, -3.494316712396358, 0.0]","[0.004538880577341424, -0.0008275408824847683, 0.0]"
25735.0,"[-9148.231508223535, 1660.2167611913978, 0.0]","[-2.0138243877670448, -3.495142155721431, 0.0]","[0.0045378862631077444, -0.0008254433250730746, 0.0]"
25735.0,"[-9150.245332611301, 1656.7216190356764, 0.0]","[-2.009287493299032, -3.4959655036314183, 0.0]","[0.004536894468012909, -0.0008233479099875851, 0.0]"
25735.0,"[-9152.2546201046, 1653.225653532045, 0.0]","[-2.0047515881094906, -3.496786758261989, 0.0]","[0.004535905189541164, -0.0008212546305705037, 0.0]"
25735.0,"[-9154.25937169271, 1649.728866773783, 0.0]","[-2.0002166696843067, -3.497605921742168, 0.0]","[0.004534918425184029, -0.0008191634801792158, 0.0]"
25735.0,"[-9156.259588362394, 1646.2312608520408, 0.0]","[-1.9956827355118665, -3.4984229961943543, 0.0]","[0.004533934172440295, -0.0008170744521862294, 0.0]"
25735.0,"[-9158.255271097907, 1642.7328378558464, 0.0]","[-1.9911497830830505, -3.4992379837343335, 0.0]","[0.004532952428815997, -0.0008149875399791155, 0.0]"
25735.0,"[-9160.24642088099, 1639.233599872112, 0.0]","[-1.986617809891226, -3.500050886471294, 0.0]","[0.004531973191824412, -0.0008129027369604508, 0.0]"
25735.0,"[-9162.233038690882, 1635.7335489856407, 0.0]","[-1.9820868134322398, -3.500861706507842, 0.0]","[0.004530996458986044, -0.0008108200365477597, 0.0]"
25735.0,"[-9164.215125504314, 1632.232687279133, 0.0]","[-1.9775567912044112, -3.5016704459400154, 0.0]","[0.004530022227828609, -0.0008087394321734555, 0.0]"
25735.0,"[-9166.192682295517, 1628.731016833193, 0.0]","[-1.9730277407085242, -3.5024771068573, 0.0]","[0.004529050495887024, -0.0008066609172847832, 0.0]"
25735.0,"[-9168.165710036226, 1625.2285397263358, 0.0]","[-1.9684996594478208, -3.503281691342644, 0.0]","[0.004528081260703399, -0.0008045844853437627, 0.0]"
25735.0,"[-9170.134209695674, 1621.7252580349932, 0.0]","[-1.963972544927994, -3.504084201472471, 0.0]","[0.004527114519827007, -0.0008025101298271282, 0.0]"
25735.0,"[-9172.098182240603, 1618.2211738335207, 0.0]","[-1.9594463946571796, -3.504884639316697, 0.0]","[0.0045261502708142986, -0.0008004378442262768, 0.0]"
25735.0,"[-9174.05762863526, 1614.716289194204, 0.0]","[-1.9549212061459507, -3.505683006938744, 0.0]","[0.00452518851122887, -0.0007983676220472063, 0.0]"
25735.0,"[-9176.012549841407, 1611.210606187265, 0.0]","[-1.9503969769073093, -3.5064793063955544, 0.0]","[0.004524229238641455, -0.0007962994568104621, 0.0]"
25735.0,"[-9177.962946818314, 1607.7041268808696, 0.0]","[-1.9458737044566794, -3.5072735397376054, 0.0]","[0.004523272450629916, -0.0007942333420510787, 0.0]"
